JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
548,Supervisor - Mechanical Services,Superviseur(e) - Services mécaniques,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Supervisor,Superviseur(e),7301,"7301 Contractors and supervisors, mechanic trades",7301 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,72020,"Contractors and supervisors, mechanic trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,548,Supervisor,,,,,,,,
549,Supervisor - Painting,Superviseur(e) - Peinture,General Labour and Trades,Travail général et métiers,Painting,Peinturage,Supervisor,Superviseur(e),7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",7205 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,549,Supervisor,,,,,,,,
550,Supervisor - Plumbing,Superviseur(e) - Plomberie,General Labour and Trades,Travail général et métiers,Plumbing,Plomberie,Supervisor,Superviseur(e),7203,"7203 Contractors and supervisors, pipefitting trades",7203 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en tuyauterie,72012,"Contractors and supervisors, pipefitting trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en tuyauterie,550,Supervisor,,,,,,,,
551,Supervisor - Research and Analysis,Superviseur(e) - Recherche et analyse,General Labour and Trades,Travail général et métiers,Welding,Soudage,Supervisor,Superviseur(e),7201,"7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","7201 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",72010,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",551,Supervisor,,,,,,,,
552,Supervisor - Specialty Trades,Superviseur(e) - Métiers spécialisés,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Supervisor,Superviseur(e),7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",7205 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,552,Supervisor,,,,,,,,
553,Supervisor - Welding,Superviseur(e) - Soudage,General Labour and Trades,Travail général et métiers,Welding,Soudage,Supervisor,Superviseur(e),7201,"7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","7201 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",72010,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations","Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",553,Supervisor,,,,,,,,
554,Supervisor - Masonry,Superviseur(e) - Maçonnerie,General Labour and Trades,Travail général et métiers,Masonry,Maçonnerie,Supervisor,Superviseur(e),7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",7205 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,554,Supervisor,,,,,,,,
555,Manager - Masonry,Gestionnaire - Maçonnerie ,General Labour and Trades,Travail général et métiers,Masonry,Maçonnerie,Manager,Gestionnaire,0711,0711 Construction managers,0711 Directeurs / directrices de la construction,70010,Construction managers,Directeurs / directrices de la construction,555,Supervisor,,,,,,,,
556,Director - Masonry,Directeur(rice) - Maçonnerie,General Labour and Trades,Travail général et métiers,Masonry,Maçonnerie,Director or equivalent,Directeur(rice) ou équivalent,0711,0711 Construction managers,0711 Directeurs / directrices de la construction,70010,Construction managers,Directeurs / directrices de la construction,556,Executive,,,,,,,,
557,Director General - Masonry,Directeur(rice) général(e) - Maçonnerie,General Labour and Trades,Travail général et métiers,Masonry,Maçonnerie,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0016,"0016 Senior managers - construction, transportation, production and utilities","0016 Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",00015,"Senior managers - construction, transportation, production and utilities","Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",557,Executive,,,,,,,,
558,Director - Mechanical Services,Directeur(rice) - Services mécaniques,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Director or equivalent,Directeur(rice) ou équivalent,0711,0711 Construction managers,0711 Directeurs / directrices de la construction,70010,Construction managers,Directeurs / directrices de la construction,558,Executive,,,,,,,,
559,Director General - Mechanical Services,Directeur(rice) général(e) - Services mécaniques,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0016,"0016 Senior managers - construction, transportation, production and utilities","0016 Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",00015,"Senior managers - construction, transportation, production and utilities","Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",559,Executive,,,,,,,,
560,Manager - Specialty Trades,Gestionnaire - Métiers spécialisés,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Manager,Gestionnaire,0711,0711 Construction managers,0711 Directeurs / directrices de la construction,70010,Construction managers,Directeurs / directrices de la construction,560,Supervisor,,,,,,,,
561,Director - Specialty Trades,Directeur(rice) - Métiers spécialisés,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Director or equivalent,Directeur(rice) ou équivalent,0711,0711 Construction managers,0711 Directeurs / directrices de la construction,70010,Construction managers,Directeurs / directrices de la construction,561,Executive,,,,,,,,
562,Director General - Specialty Trades,Directeur(rice) général(e) - Métiers spécialisés,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0016,"0016 Senior managers - construction, transportation, production and utilities","0016 Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",00015,"Senior managers - construction, transportation, production and utilities","Cadres supérieurs / cadres supérieures - construction, transport, production et services d'utilité publique",562,Executive,,,,,,,,
563,Construction Materials Inspector,Inspecteur(rice) des matériaux de construction,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),2264,2264 Construction inspectors,2264 Inspecteurs / inspectrices en construction,22233,Construction inspectors,Inspecteurs / inspectrices en construction,563,Non-supervisor,n,y,,n,,,Construction Inspector in Canada | Labour Market Facts and Figures - Job Bank,
564,Drywall Applicator,Poseur(euse) de cloisons sèches,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),7284,"7284 Plasterers, drywall installers and finishers and lathers","7284 Plâtriers / plâtrières, poseurs / poseuses et finisseurs / finisseuses de systèmes intérieurs et latteurs / latteuses",73102,"Plasterers, drywall installers and finishers and lathers","Plâtriers / plâtrières, poseurs / poseuses et finisseurs / finisseuses de systèmes intérieurs et latteurs / latteuses",564,Non-supervisor,y,y,Drywall Applicator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
565,Crane Operator,Grutier(ière),General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7371,7371 Crane operators,7371 Grutiers / grutières,72500,Crane operators,Grutiers / grutières,565,Non-supervisor,y,y,Crane Operator in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
566,Floor Covering Installer,Poseur(euse) de revêtements souples,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7295,7295 Floor covering installers,7295 Poseurs / poseuses de revêtements d'intérieur,73113,Floor covering installers,Poseurs / poseuses de revêtements d'intérieur,566,Non-supervisor,y,y,Floor Covering Installer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
567,Gas Fitter,Monteur(euse) d'installations au gaz ,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7253,7253 Gas fitters,7253 Monteurs / monteuses d'installations au gaz,72302,Gas fitters,Monteurs / monteuses d'installations au gaz,567,Non-supervisor,y,y,Gas Fitter in Canada | Labour Market Facts and Figures - Job Bank,y,"but for plumber, steam and gas fitter",,,
568,General Labour Inspector,Inspecteur(rice) du travail,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7621,7621 Public works and maintenance labourers,7621 Manoeuvres à l'entretien des travaux publics,75212,Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics,568,Non-supervisor,n,,,,,,,
569,General Labourer - Public Works ,Manoeuvre général(e) - travaux publics,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7621,7621 Public works and maintenance labourers,7621 Manoeuvres à l'entretien des travaux publics,75212,Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics,569,Non-supervisor,y,y,General Labourer - Public Works in Canada | Labour Market Facts and Figures - Job Bank,y,,Many Gen Labourer - X-Z,,
570,Elevator Mechanic,Mécanicien(ienne) d'ascenseurs,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7318,7318 Elevator constructors and mechanics,7318 Constructeurs / constructrices et mécaniciens / mécaniciennes d'ascenseurs,72406,Elevator constructors and mechanics,Constructeurs / constructrices et mécaniciens / mécaniciennes d'ascenseurs,570,Non-supervisor,y,y,Elevator Mechanic in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
571,Glass Inspector,Contrôleur(euse) de verre,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),9415,"9415 Inspectors and testers, mineral and metal processing",9415 Contrôleurs / contrôleuses et essayeurs / essayeuses dans la transformation des métaux et des minerais,94104,"Inspectors and testers, mineral and metal processing",Contrôleurs / contrôleuses et essayeurs / essayeuses dans la transformation des métaux et des minerais,571,Non-supervisor,y,y,"Inspector, Glass in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
572,Foundry Worker,Ouvrier de fonderie,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9412,9412 Foundry workers,9412 Ouvriers / ouvrières de fonderies,94101,Foundry workers,Ouvriers / ouvrières de fonderies,572,Non-supervisor,y,y,Foundry Worker in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
573,Heavy Equipment Operator,Opérateur(rice) d'équipement lourd,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7521,7521 Heavy equipment operators (except crane),7521 Conducteurs / conductrices d'équipement lourd (sauf les grues),73400,Heavy equipment operators,Conducteurs / conductrices d'équipement lourd,573,Non-supervisor,y,y,Heavy Equipment Operator in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
574,Inspector,Inspecteur(rice),General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7522,7522 Public works maintenance equipment operators and related workers,7522 Conducteurs / conductrices de machinerie d'entretien public et personnel assimilé,74204,Utility maintenance workers,"	Personnel d'entretien des services publics",574,Non-supervisor,y?,y?,,y,But qualified as to what kind,Many types of Inspector,,
575,Insulator,Calorifugeur(euse),General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7293,7293 Insulators,7293 Calorifugeurs / calorifugeuses,72321,Insulators,Calorifugeurs / calorifugeuses,575,Non-supervisor,y,y,Insulator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
576,Glass-forming Machine Operator,Opérateur(rice) de machine à former le verre,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9413,9413 Glass forming and finishing machine operators and glass cutters,9413 Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,94102,Glass forming and finishing machine operators and glass cutters,Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,576,Non-supervisor,y,y,Glass-forming Machine Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
577,Glass Forming Operator,Opérateur(rice) au formage du verre,General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),9413,9413 Glass forming and finishing machine operators and glass cutters,9413 Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,94102,Glass forming and finishing machine operators and glass cutters,Opérateurs / opératrices de machines à former et à finir le verre et coupeurs / coupeuses de verre,577,Non-supervisor,y,y,Glass Forming Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
578,Labour Policy Analyst,Analyste des politiques du travail,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",578,Non-supervisor,y,y,Labour Policy Analyst in Canada | Labour Market Facts and Figures - Job Bank,n,,,Labour Policy Analyst in Canada | Labour Market Facts and Figures - Job Bank,
579,Glazier,Vitrier(ière),General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),7292,7292 Glaziers,7292 Vitriers / vitrières,73111,Glaziers,Vitriers / vitrières,579,Non-supervisor,y,y,Glazier in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
580,Graphics Technician,Technicien(ne) en graphisme,General Labour and Trades,Travail général et métiers,Painting,Peinturage,Employee,Employé(e),5223,5223 Graphic arts technicians,"5223 	Techniciens / techniciennes en graphisme",52111,Graphic arts technicians,Techniciens / techniciennes en graphisme,580,Non-supervisor,y,y,Graphics Technician in Canada | Labour Market Facts and Figures - Job Bank,n,"y > Graphics Technician, but X-Graph Tech, like Creative G T",,,
581,Heating Plant Foreman/woman,Contremaître(resse) d'installation de chauffage,General Labour and Trades,Travail général et métiers,Heat Plant,Centrale thermique,Supervisor,Superviseur(e),9212,"9212 Supervisors, petroleum, gas and chemical processing and utilities","9212 Surveillants / surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique",92011,"Supervisors, petroleum, gas and chemical processing and utilities","Surveillants / surveillantes dans le raffinage du pétrole, dans le traitement du gaz et des produits chimiques et dans les services d'utilité publique",581,Non-supervisor,y,y,Heating Plant Foreman/woman in Canada | Labour Market Facts and Figures - Job Bank,n,but there are Heating Plant Operators in GEDS which is not in JB,,,
582,Heavy Equipment Mechanic,Mécanicien(ne) de matériel lourd,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7312,7312 Heavy-duty equipment mechanics,7312 Mécaniciens / mécaniciennes d'équipement lourd,72401,Heavy-duty equipment mechanics,Mécaniciens / mécaniciennes d'équipement lourd,582,Non-supervisor,y,y,Heavy Equipment Mechanic in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
583,Air Conditioning Systems Draftsperson ,Dessinateur(rice) de systèmes de climatisation,General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),2253,2253 Drafting technologists and technicians,2253 Technologues et techniciens / techniciennes en dessin,22212,Drafting technologists and technicians,Technologues et techniciens / techniciennes en dessin,583,Non-supervisor,y,y,Air Conditioning Systems Draftsperson in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
584,"Engineer - Heating, Ventilation and Air Conditioning (HVAC)","Ingénieur(e) en chauffage, ventilation et climatisation (CVC)",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),2132,2132 Mechanical engineers,2132 Ingénieurs mécaniciens / ingénieures mécaniciennes,21301,Mechanical engineers,Ingénieurs mécaniciens / ingénieures mécaniciennes,584,Non-supervisor,y,y,"Heating, Ventilation And Air Conditioning (HVAC) Engineer in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
585,"Foreman/woman - Heating, Ventilation, and Air Conditioning (HVAC)","Contremaître(resse) de mécaniciens en chauffage, en ventilation et en climatisation (CVC) ",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Supervisor,Superviseur(e),7301,"7301 Contractors and supervisors, mechanic trades",7301 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,72020,"Contractors and supervisors, mechanic trades",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses en mécanique,585,Non-supervisor,y,y,"HVAC (heating, Ventilating And Air Conditioning) Mechanics Foreman/woman in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
586,"Installer  - Heating, ventilation, and air conditioning (HVAC)","Installateur(rice) Chauffage, ventilation et climatisation (CVC)",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),7313,"7313 Heating, refrigeration and air conditioning mechanics","7313 Mécaniciens / mécaniciennes en chauffage, réfrigération et climatisation",72402,"Heating, refrigeration and air conditioning mechanics","Mécaniciens / mécaniciennes en chauffage, réfrigération et climatisation",586,Non-supervisor,n,,,n,,,"Heating, Ventilating And Air Conditioning Systems Technician in Canada | Labour Market Facts and Figures - Job Bank",
587,"Mechanic - Heating, Ventilation and Air Conditioning (HVAC)","Mécanicien(ne) en chauffage, en ventilation et en climatisation (CVC) ",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),7313,"7313 Heating, refrigeration and air conditioning mechanics","7313 Mécaniciens / mécaniciennes en chauffage, réfrigération et climatisation",72402,"Heating, refrigeration and air conditioning mechanics","Mécaniciens / mécaniciennes en chauffage, réfrigération et climatisation",587,Non-supervisor,y,y,"Heating, Ventilation And Air Conditioning (HVAC) Mechanic in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
589,"Systems Technician - Heating, Ventilating and Air Conditioning (HVAC)","Technicien(ne) en systèmes de chauffage, de ventilation et de climatisation (CVC)",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),2232,2232 Mechanical engineering technologists and technicians,2232 Technologues et techniciens / techniciennes en génie mécanique,22301,Mechanical engineering technologists and technicians,Technologues et techniciens / techniciennes en génie mécanique,589,Non-supervisor,y,y,"Heating, Ventilating And Air Conditioning Systems Technician in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
590,"Technologist - Heating, ventilation, and Air Conditioning (HVAC)","Technologue en systèmes de chauffage, de ventilation et de climatisation (CVC)",General Labour and Trades,Travail général et métiers,"Heating, ventilation, and air conditioning (HVAC)","Chauffage, ventilation et climatisation (CVC)",Employee,Employé(e),2232,2232 Mechanical engineering technologists and technicians,2232 Technologues et techniciens / techniciennes en génie mécanique,22301,Mechanical engineering technologists and technicians,Technologues et techniciens / techniciennes en génie mécanique,590,Non-supervisor,y,y,"HVAC (heating, Ventilation And Air Conditioning) Technologist in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
591,Industrial Instrument Mechanic,Mécanicien(ne) d'instruments industriels,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),2243,2243 Industrial instrument technicians and mechanics,2243 Électroniciens / électroniciennes d'entretien (biens domestiques et commerciaux),22312,Industrial instrument technicians and mechanics,Techniciens / techniciennes et mécaniciens / mécaniciennes d'instruments industriels,591,Non-supervisor,y,y,Industrial Instrument Mechanic in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
592,Industrial Mechanic,Mécanicien(ne) industriel(le) ,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7311,7311 Construction millwrights and industrial mechanics,7311 Mécaniciens / mécaniciennes de chantier et mécaniciens industriels / mécaniciennes industrielles,72400,Construction millwrights and industrial mechanics,Mécaniciens / mécaniciennes de chantier et mécaniciens industriels / mécaniciennes industrielles,592,Non-supervisor,y,y,Industrial Mechanic in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
593,Industrial Painter,Peintre industriel,General Labour and Trades,Travail général et métiers,Painting,Peinturage,Employee,Employé(e),7294,7294 Painters and decorators (except interior decorators),7294 Peintres et décorateurs / décoratrices (sauf décorateurs / décoratrices d'intérieur),94213,"Industrial painters, coaters and metal finishing process operators","Peintres, enduiseurs / enduiseuses et opérateurs / opératrices de procédés dans le finissage du métal - secteur industriel",593,Non-supervisor,y,n - now changed,Industrial Painter in Canada | Labour Market Facts and Figures - Job Bank,n,,[…]   from 73112 to 94213,,
594,Public Works Labourer,Manoeuvre des travaux publics,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7621,7621 Public works and maintenance labourers,7621 Manoeuvres à l'entretien des travaux publics,75212,Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics,594,Non-supervisor,y,y,Public Works Labourer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
595,Carpenter-joiner,Charpentier(ière)-menuisier(ière),General Labour and Trades,Travail général et métiers,Carpentry,Charpenterie,Employee,Employé(e),7271,7271 Carpenters,7271 Charpentiers-menuisiers / charpentières-menuisières,72310,Carpenters,Charpentiers-menuisiers / charpentières-menuisières,595,Non-supervisor,y,y,Carpenter-joiner in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
596,Roofer,Couvreur(euse),General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),7291,7291 Roofers and shinglers,7291 Couvreurs / couvreuses et poseurs / poseuses de bardeaux,73110,Roofers and shinglers,Couvreurs / couvreuses et poseurs / poseuses de bardeaux,596,Non-supervisor,y,y,Roofer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
597,Lather,Latteur(euse),General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),7284,"7284 Plasterers, drywall installers and finishers and lathers","7284 Plâtriers / plâtrières, poseurs / poseuses et finisseurs / finisseuses de systèmes intérieurs et latteurs / latteuses",73102,"Plasterers, drywall installers and finishers and lathers","Plâtriers / plâtrières, poseurs / poseuses et finisseurs / finisseuses de systèmes intérieurs et latteurs / latteuses",597,Non-supervisor,y,y,Lather in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
598,Locksmith,Serrurier(ière),General Labour and Trades,Travail général et métiers,Specialty Trades,Métiers spécialisés,Employee,Employé(e),7384,"7384 Other trades and related occupations, n.e.c.","7384 Autre personnel des métiers et personnel assimilé, n.c.a.",72999,Other technical trades and related occupations,Autres métiers techniques et personnel assimilé,598,Non-supervisor,y,y,Locksmith in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
599,Machine Fitter,Ajusteur(euse) de machines,General Labour and Trades,Travail général et métiers,Mechanical Services,Services mécaniques,Employee,Employé(e),7316,7316 Machine fitters,7316 Ajusteurs / ajusteuses de machines,72405,Machine fitters,Ajusteurs / ajusteuses de machines,599,Non-supervisor,y,y,Machine Fitter in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
600,Machining and Shaping,Usinage et façonnage,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9417,9417 Machning tool operators,9417 Opérateurs / opératrices de machines d'usinage,94106,Machining tool operators,Opérateurs / opératrices de machines d'usinage,600,Non-supervisor,n,,CONSIDER REMOVAL,n,,???Context - meaning Mach & Sha what?,,
601,Machining and Shaping Inspector,Inspecteur(rice) de l'usinage et du façonnage,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),7231,7231 Machinists and machining and tooling inspectors,7231 Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,72100,Machinists and machining and tooling inspectors,Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,601,Non-supervisor,n,y,Machining Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
602,Machining and Shaping Tester,Contrôleur de l'usinage et du façonnage,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),7231,7231 Machinists and machining and tooling inspectors,7231 Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,72100,Machinists and machining and tooling inspectors,Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,602,Non-supervisor,n,,,n,,,,
603,Machining Tool Operator,Opérateur(rice) d'outils d'usinage,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),9417,9417 Machning tool operators,9417 Opérateurs / opératrices de machines d'usinage,94106,Machining tool operators,Opérateurs / opératrices de machines d'usinage,603,Non-supervisor,y,y,Machining Tool Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
604,Machinist,Machiniste,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),7231,7231 Machinists and machining and tooling inspectors,7231 Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,72100,Machinists and machining and tooling inspectors,Machinistes et vérificateurs / vérificatrices d'usinage et d'outillage,604,Non-supervisor,y,y,Machinist in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
605,Safety Inspector,Inspecteur(rice) de la sécurité,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,22231,Engineering inspectors and regulatory officers,Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,605,Non-supervisor,y?,y,Road Safety Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,"Many types of Safety Inspector - roads, mines, etc.",,
606,Service Station Attendant,Préposé(e) de station-service,General Labour and Trades,Travail général et métiers,General Labour,Manoeuvres,Employee,Employé(e),6621,6621 Service station attendants,6621 Préposés / préposées de stations-service,65101,Service station attendants,Préposés / préposées de stations-service,606,Non-supervisor,y,y,Service Station Attendant in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
607,Masonry Forming Operator,Opérateur(rice) de coffrage de maçonnerie,General Labour and Trades,Travail général et métiers,Machining and Shaping,Usinage et façonnage,Employee,Employé(e),7205,"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",7205 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des autres métiers de la construction et des services de réparation et d'installation,73100,Concrete finishers,Finisseurs / finisseuses de béton,607,Non-supervisor,n,n - now changed,,n,,Fr 72014 to 73100,,
